Log,Attack Type
 257  0.806931      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 256#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=165596 Win=64240 Len=0,Spam
 612  1.062364      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=412556 Ack=128 Win=65535 Len=1460,Spam
 545  1.000878      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 544#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=363536 Win=64240 Len=0,Spam
 772  1.132813      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 771#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=521216 Win=64240 Len=0,Spam
1420  1.584723      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1419#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=966516 Win=64240 Len=0,Spam
1042  1.327067      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1041#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=705176 Win=64240 Len=0,Spam
1790  5.330806      147.32.84.165       204.232.236.156     eth:ethertype:ip:tcp      62  [TCP Retransmission] 1053 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
 760  1.131955      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=513296 Win=62780 Len=0,Spam
 383  0.873862      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=251956 Win=64240 Len=0,Spam
1104  1.387767      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=748356 Ack=128 Win=65535 Len=1460,Spam
 974  1.263169      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 973#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=657836 Win=64240 Len=0,Spam
 353  0.871401      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2354  5678 â†’ 1040 [ACK] Seq=229836 Ack=128 Win=65535 Len=2300,Spam
1606  1.713480      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1094996 Win=50480 Len=0,Spam
1826  24.258098     147.32.84.165       65.55.37.104        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1070 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1037  1.326883      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Window Update] 1040 â†’ 5678 [ACK] Seq=128 Ack=702256 Win=64240 Len=0,Spam
1108  1.388220      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    3594  5678 â†’ 1040 [ACK] Seq=751276 Ack=128 Win=65535 Len=3540,Spam
 495  0.940361      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:prp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=330576 Win=64240 Len=0[Malformed Packet],Spam
 394  0.875156      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=260496 Ack=128 Win=65535 Len=1460,Spam
1547  1.705252      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1056196 Win=64240 Len=0,Spam
 465  0.937630      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=307216 Ack=128 Win=65535 Len=1460,Spam
 887  1.199057      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:prp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=599216 Win=64240 Len=0[Malformed Packet],Spam
1194  1.451760      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1193#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=812596 Win=56940 Len=0,Spam
 367  0.872240      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=241205 Win=64240 Len=0,Spam
1894  44.740850     147.32.84.165       128.107.234.207     eth:ethertype:ip:tcp      62  [TCP Retransmission] 1257 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1874  44.367236     147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      62  1256 â†’ 5678 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
 745  1.130736      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 744#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=501085 Win=64240 Len=0,Spam
 530  0.999471      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=353936 Win=64240 Len=0,Spam
 803  1.191320      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 802#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=541036 Win=64240 Len=0,Spam
1224  1.455501      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=833656 Ack=128 Win=65535 Len=1460,Spam
1979  78.108364     147.32.84.165       64.59.134.8         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1414 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1906  44.741864     147.32.84.165       216.163.188.54      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1263 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1700  1.792157      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1162996 Ack=128 Win=65535 Len=1460,Spam
1545  1.703910      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1544#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=1053276 Win=64240 Len=0,Spam
1314  1.519715      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1313#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=894976 Win=62780 Len=0,Spam
 307  0.810486      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=200636 Win=62780 Len=0,Spam
1667  1.774714      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1138176 Ack=128 Win=65535 Len=1460,Spam
 863  1.196974      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=581916 Win=64240 Len=0,Spam
1567  1.709263      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1069556 Win=59860 Len=0,Spam
 531  0.999480      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 530#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=353936 Win=64240 Len=0,Spam
 655  1.066752      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2974  5678 â†’ 1040 [ACK] Seq=439145 Ack=128 Win=65535 Len=2920,Spam
1260  1.511129      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=857636 Ack=128 Win=65535 Len=1460,Spam
 234  0.748047      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=152456 Win=51100 Len=0,Spam
 121  0.679310      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2974  5678 â†’ 1040 [ACK] Seq=73616 Ack=128 Win=65535 Len=2920,Spam
1698  1.792139      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1158616 Win=64240 Len=0,Spam
 950  1.261506      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=640316 Win=64240 Len=0,Spam
 618  1.062661      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1294  5678 â†’ 1040 [ACK] Seq=415476 Ack=128 Win=65535 Len=1240,Spam
1179  1.451004      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=803836 Ack=128 Win=65535 Len=1460,Spam
 308  0.810494      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 307#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=200636 Win=62780 Len=0,Spam
 136  0.680791      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 135#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=85296 Win=64240 Len=0,Spam
 555  1.002020      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=372916 Ack=128 Win=65535 Len=1460,Spam
1674  1.775295      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1144016 Ack=128 Win=65535 Len=1460,Spam
 584  1.004210      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 583#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=391896 Win=64240 Len=0,Spam
1641  1.769294      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1118976 Ack=128 Win=65535 Len=1460,Spam
 671  1.067716      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=450516 Win=61320 Len=0,Spam
 835  1.194957      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=562405 Win=64240 Len=0,Spam
 110  0.678798      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=67776 Win=64240 Len=0,Spam
1165  1.394008      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1164#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=791936 Win=64240 Len=0,Spam
1960  77.734647     147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1413 â†’ 5678 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1465  1.644513      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=999476 Ack=128 Win=65535 Len=1460,Spam
1729  1.983637      147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      86  Standard query 0x0100 PTR 165.84.32.147.in-addr.arpa,Spam
1243  1.457148      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=846796 Win=64240 Len=0,Spam
 212  0.745729      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=136396 Win=64240 Len=0,Spam
1768  2.330965      147.32.84.165       198.107.153.93      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1052 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1121  1.390738      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1120#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=762116 Win=64240 Len=0,Spam
 680  1.068461      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 679#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=454056 Win=64240 Len=0,Spam
1951  63.314049     147.32.84.165       72.51.41.73         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1384 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1839  30.267035     147.32.84.165       64.59.134.8         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1060 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
 412  0.876218      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 411#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=270716 Win=64240 Len=0,Spam
1325  1.520506      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1324#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=902276 Win=64240 Len=0,Spam
 783  1.133983      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=527676 Ack=128 Win=65535 Len=1460,Spam
1346  1.522025      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1342#2] 1040 â†’ 5678 [ACK] Seq=128 Ack=914796 Win=64240 Len=0,Spam
 875  1.197892      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=588996 Win=64240 Len=0,Spam
1653  1.773222      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1127956 Ack=128 Win=65535 Len=1460,Spam
1279  1.516291      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1278#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=870996 Win=64240 Len=0,Spam
 786  1.134589      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 785#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=530596 Win=64240 Len=0,Spam
1819  24.257963     147.32.84.165       64.59.134.8         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1060 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1199  1.452433      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=816976 Ack=128 Win=65535 Len=1460,Spam
 808  1.192412      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=545416 Win=64240 Len=0,Spam
 713  1.127097      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=478256 Ack=128 Win=65535 Len=1460,Spam
1991  78.110135     147.32.84.165       65.55.37.88         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1420 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1660  1.774365      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1133796 Ack=128 Win=65535 Len=1460,Spam
1191  1.451615      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=809676 Ack=128 Win=65535 Len=1460,Spam
1226  1.455606      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1225#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=833656 Win=64240 Len=0,Spam
 603  1.005936      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=403576 Win=64240 Len=0,Spam
 271  0.807914      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=175505 Win=64240 Len=0,Spam
1385  1.581378      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2974  5678 â†’ 1040 [ACK] Seq=941076 Ack=128 Win=65535 Len=2920,Spam
 232  0.747906      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=150996 Ack=128 Win=65535 Len=1460,Spam
  50  0.550381      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 49#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=26896 Win=64240 Len=0,Spam
 463  0.937326      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=307216 Win=64240 Len=0,Spam
1106  1.387897      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:prp      60  [TCP Dup ACK 1105#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=749816 Win=64240 Len=0[Malformed Packet],Spam
 856  1.196395      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=576076 Ack=128 Win=65535 Len=1460,Spam
 694  1.070159      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 693#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=464896 Win=64240 Len=0,Spam
1552  1.707445      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1551#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=1057656 Win=64240 Len=0,Spam
1873  42.283777     147.32.84.165       64.59.134.8         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1255 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
 527  0.998657      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 526#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=352476 Win=64240 Len=0,Spam
 174  0.743559      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      66  [TCP Dup ACK 168#2] 1040 â†’ 5678 [ACK] Seq=128 Ack=108345 Win=64240 Len=0 SLE=110116 SRE=111576,Spam
 721  1.128455      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=483876 Win=63000 Len=0,Spam
 415  0.876822      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2974  5678 â†’ 1040 [ACK] Seq=273856 Ack=128 Win=65535 Len=2920,Spam
 238  0.748266      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=153916 Ack=128 Win=65535 Len=1460,Spam
1473  1.644985      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1005316 Win=64240 Len=0,Spam
1336  1.521324      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2134  5678 â†’ 1040 [ACK] Seq=911036 Ack=128 Win=65535 Len=2080,Spam
1064  1.328671      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=722076 Ack=128 Win=65535 Len=1460,Spam
  24  0.421270      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1825  5678 â†’ 1040 [ACK] Seq=10221 Ack=128 Win=65535 Len=1771,Spam
1767  2.330957      147.32.84.165       198.107.153.93      eth:ethertype:ip:tcp      62  1052 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
  64  0.614009      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 63#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=37116 Win=64240 Len=0,Spam
 290  0.809144      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    2354  5678 â†’ 1040 [ACK] Seq=188956 Ack=128 Win=65535 Len=2300,Spam
 189  0.744625      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=124716 Ack=128 Win=65535 Len=1460,Spam
 702  1.070778      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=470956 Ack=128 Win=65535 Len=1460,Spam
1815  24.257802     147.32.84.165       94.245.120.86       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1054 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
1138  1.391547      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=773796 Win=64240 Len=0,Spam
 355  0.871561      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=232136 Win=64240 Len=0,Spam
 417  0.876841      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 416#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=273636 Win=64240 Len=0,Spam
1246  1.457216      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1734  5678 â†’ 1040 [ACK] Seq=848876 Ack=128 Win=65535 Len=1680,Spam
 931  1.259873      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 930#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=628105 Win=64240 Len=0,Spam
 197  0.744833      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=126176 Win=61320 Len=0,Spam
 580  1.004102      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=389816 Win=64240 Len=0,Spam
1135  1.391365      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Window Update] 1040 â†’ 5678 [ACK] Seq=128 Ack=770876 Win=64240 Len=0,Spam
1814  21.254402     147.32.84.165       65.55.92.168        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1074 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
"1935  51.136644     147.32.84.165       147.32.84.255       eth:ethertype:ip:udp:nbdgm:smb:browser     243  Host Announcement SARUMAN, Workstation, Server, NT Workstation, Potential Browser",Spam
 434  0.934423      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 433#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=286776 Win=64240 Len=0,Spam
 101  0.678360      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=61625 Win=64240 Len=0,Spam
1655  1.773892      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1130876 Win=64240 Len=0,Spam
 395  0.875171      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=261956 Ack=128 Win=65535 Len=1460,Spam
1939  63.313873     147.32.84.165       203.252.3.229       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1378 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
 221  0.746168      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=142236 Ack=128 Win=65535 Len=1460,Spam
1676  1.775356      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1675#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=1144016 Win=64240 Len=0,Spam
1498  1.647417      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=1020536 Ack=128 Win=65535 Len=1460,Spam
1785  5.330722      147.32.84.165       194.2.0.84          eth:ethertype:ip:tcp      62  [TCP Retransmission] 1050 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
 345  0.870805      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=225456 Win=64240 Len=0,Spam
1028  1.326412      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=699336 Ack=128 Win=65535 Len=1460,Spam
 889  1.254368      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1734  5678 â†’ 1040 [ACK] Seq=599216 Ack=128 Win=65535 Len=1680,Spam
1351  1.522410      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1350#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=919176 Win=64240 Len=0,Spam
 553  1.002001      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=371145 Win=64240 Len=0,Spam
 744  1.130729      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=501085 Win=64240 Len=0,Spam
1542  1.703870      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=1051816 Win=64240 Len=0,Spam
 539  1.000624      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=362076 Ack=128 Win=65535 Len=1460,Spam
 907  1.258098      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=611116 Ack=128 Win=65535 Len=1460,Spam
1395  1.582418      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=949836 Win=64240 Len=0,Spam
 116  0.679168      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=72156 Ack=128 Win=65535 Len=1460,Spam
 830  1.194652      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=560636 Win=64240 Len=0,Spam
1938  63.313869     147.32.84.165       203.252.3.229       eth:ethertype:ip:tcp      62  1378 â†’ 25 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,Spam
 809  1.192424      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 808#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=545416 Win=64240 Len=0,Spam
1311  1.519461      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp:prp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=893516 Win=64240 Len=0[Malformed Packet],Spam
1005  1.322988      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 1004#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=679736 Win=64240 Len=0,Spam
 306  0.810435      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  [TCP Dup ACK 305#1] 1040 â†’ 5678 [ACK] Seq=128 Ack=199176 Win=64240 Len=0,Spam
1101  1.387632      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=746896 Ack=128 Win=65535 Len=1460,Spam
 480  0.938736      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=318896 Win=63000 Len=0,Spam
1424  1.585131      91.212.135.158      147.32.84.165       eth:ethertype:ip:tcp:data    1514  5678 â†’ 1040 [ACK] Seq=969436 Ack=128 Win=65535 Len=1460,Spam
1076  1.382873      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=730616 Win=64240 Len=0,Spam
 571  1.003194      147.32.84.165       91.212.135.158      eth:ethertype:ip:tcp      60  1040 â†’ 5678 [ACK] Seq=128 Ack=383356 Win=64240 Len=0,Spam
